pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z
-18.31617,6.886869,0.903949,-18.322244,6.888753,0.99989,-18.33037,6.902479,1.103244,-18.332149,6.906552,1.198656,-18.332515,6.911086,1.293958,-18.337203,6.931008,1.428593,-18.34854,6.963992,1.522555,-18.305891,6.935005,1.368526,-18.168593,6.994005,1.343896,-18.108754,6.947089,1.074768,-18.069946,6.950476,0.839057,-18.364388,6.909558,1.37026,-18.498414,6.843142,1.346532,-18.508306,6.78709,1.072724,-18.544884,6.784669,0.836586,-18.245374,6.922971,0.90837,-18.329513,7.015507,0.525017,-18.353106,6.968909,0.091753,-18.411967,7.129765,0.019699,-18.387043,6.850793,0.900771,-18.462412,6.837836,0.504799,-18.278542,6.526972,0.259696,-18.212924,6.518142,0.085835
-18.33042,6.907703,0.90897,-18.33634,6.910638,1.004894,-18.344535,6.924956,1.108163,-18.346474,6.929364,1.203558,-18.347105,6.934022,1.298852,-18.352354,6.953868,1.433477,-18.36384,6.987154,1.527314,-18.320899,6.957882,1.373559,-18.183333,7.016711,1.350047,-18.124126,6.973167,1.080235,-18.091314,6.986287,0.843829,-18.37925,6.932104,1.375088,-18.512768,6.864786,1.351055,-18.519828,6.807767,1.077362,-18.549601,6.799375,0.840441,-18.259475,6.94357,0.912897,-18.334657,7.021999,0.524482,-18.353049,6.969673,0.091757,-18.412073,7.129948,0.018546,-18.401442,6.871883,0.906283,-18.490354,6.878502,0.513058,-18.311682,6.56937,0.261607,-18.262512,6.567047,0.082016
-18.344567,6.928019,0.913833,-18.350368,6.93193,1.009735,-18.358646,6.946793,1.112922,-18.360756,6.951501,1.208299,-18.361652,6.956259,1.303585,-18.367449,6.976009,1.438203,-18.379154,7.009576,1.531912,-18.335826,6.980115,1.378445,-18.197958,7.038705,1.356159,-18.13922,6.997855,1.085826,-18.11324,7.02152,0.849441,-18.394039,6.954021,1.379768,-18.527091,6.885886,1.355445,-18.53102,6.827996,1.081892,-18.554451,6.814216,0.84446,-18.273457,6.9636,0.917325,-18.339479,7.028049,0.524494,-18.353038,6.970581,0.092378,-18.412191,7.130157,0.017772,-18.415754,6.8925,0.911577,-18.51614,6.917394,0.52153,-18.345637,6.613425,0.25933,-18.31243,6.619814,0.076611
-18.358638,6.947775,0.918443,-18.364435,6.952442,1.014312,-18.372842,6.967723,1.117428,-18.37514,6.972654,1.212789,-18.376286,6.977479,1.30807,-18.382569,6.99713,1.442681,-18.394558,7.030945,1.536265,-18.350742,7.00146,1.383095,-18.212524,7.059723,1.362184,-18.154305,7.020675,1.091458,-18.136097,7.055828,0.855936,-18.408828,6.975072,1.384236,-18.541485,6.90625,1.359686,-18.541512,6.847862,1.086225,-18.559339,6.829329,0.84859,-18.287325,6.98297,0.921678,-18.344062,7.03451,0.525534,-18.353135,6.971681,0.094005,-18.412415,7.130421,0.017646,-18.43003,6.912652,0.91644,-18.539094,6.953649,0.529916,-18.379726,6.658362,0.251652,-18.36046,6.675272,0.069649
-18.372605,6.967013,0.922894,-18.378433,6.972362,1.018725,-18.386985,6.988013,1.121773,-18.38948,6.993132,1.21712,-18.390876,6.997999,1.312396,-18.397631,7.01753,1.447001,-18.409977,7.051573,1.540457,-18.365577,7.022161,1.387598,-18.226974,7.080029,1.368168,-18.169111,7.042106,1.097214,-18.159512,7.089557,0.863271,-18.423543,6.995494,1.388556,-18.555848,6.926071,1.363792,-18.551674,6.867279,1.090449,-18.56436,6.844578,0.852883,-18.301075,7.001772,0.925932,-18.348322,7.04053,0.527122,-18.353278,6.972925,0.096248,-18.41265,7.13071,0.0179,-18.444219,6.932329,0.921084,-18.559893,6.98813,0.538515,-18.414629,6.704957,0.239787,-18.40882,6.734591,0.061102
-18.386424,6.985999,0.926645,-18.3922,6.991989,1.022441,-18.400862,7.008024,1.12542,-18.403566,7.01336,1.220749,-18.40525,7.01832,1.316015,-18.41254,7.037832,1.450594,-18.425286,7.072124,1.543904,-18.38025,7.042678,1.391383,-18.241259,7.10008,1.37335,-18.183282,7.063157,1.102292,-18.182393,7.122836,0.870884,-18.438133,7.015818,1.392139,-18.57019,6.946002,1.367144,-18.562117,6.886554,1.094015,-18.569972,6.860207,0.856617,-18.314631,7.020219,0.929455,-18.353105,7.046576,0.528618,-18.353767,6.974086,0.098533,-18.412751,7.130896,0.018153,-18.458301,6.951857,0.925059,-18.579391,7.021489,0.546484,-18.451331,6.75431,0.226438,-18.458316,6.79774,0.052841
-18.399999,7.004713,0.929538,-18.405559,7.011308,1.025307,-18.41427,7.027754,1.128217,-18.417194,7.033347,1.223525,-18.419233,7.038461,1.318775,-18.427185,7.058075,1.453302,-18.440382,7.092643,1.546447,-18.394655,7.063025,1.394308,-18.255302,7.119935,1.377546,-18.196492,7.083974,1.10654,-18.2044,7.155657,0.878787,-18.452501,7.036074,1.394815,-18.584444,6.966132,1.369564,-18.572957,6.905618,1.09679,-18.576234,6.876189,0.859626,-18.327871,7.038235,0.932035,-18.358836,7.052765,0.529871,-18.354773,6.975063,0.100717,-18.412615,7.130903,0.018305,-18.472206,6.971273,0.928263,-18.597814,7.054152,0.553823,-18.490627,6.806766,0.211624,-18.509741,6.865118,0.044637
-18.413425,7.023175,0.93173,-18.418688,7.030333,1.027475,-18.427413,7.047206,1.130316,-18.430569,7.053085,1.225599,-18.433,7.058403,1.32083,-18.441675,7.078219,1.455283,-18.455369,7.113084,1.548246,-18.408898,7.083188,1.396516,-18.26918,7.139535,1.380939,-18.209066,7.104411,1.11011,-18.225874,7.188029,0.886968,-18.466744,7.056233,1.396754,-18.598678,6.986372,1.371229,-18.584079,6.92454,1.098906,-18.583086,6.892552,0.862076,-18.340918,7.055897,0.933884,-18.365089,7.05898,0.531033,-18.356124,6.975957,0.102942,-18.412345,7.130807,0.018456,-18.486004,6.990539,0.930796,-18.614936,7.085692,0.560532,-18.531723,6.86198,0.195325,-18.562302,6.936325,0.036719
-18.426941,7.041715,0.933151,-18.431949,7.049411,1.028869,-18.440696,7.066751,1.131629,-18.444086,7.072977,1.226882,-18.446899,7.078585,1.322085,-18.456249,7.098762,1.456439,-18.470441,7.133968,1.549198,-18.423211,7.103584,1.397867,-18.283078,7.159163,1.383309,-18.221623,7.125045,1.112654,-18.246751,7.220104,0.894837,-18.481101,7.076725,1.397867,-18.613107,7.007113,1.37204,-18.595744,6.94383,1.100211,-18.590814,6.909622,0.86374,-18.35407,7.073648,0.935009,-18.371435,7.065336,0.531922,-18.357601,6.976835,0.105059,-18.412107,7.130702,0.018522,-18.499877,7.009872,0.932511,-18.630936,7.115481,0.565767,-18.573215,6.920007,0.180186,-18.614421,7.010133,0.031649
-18.440606,7.060358,0.933767,-18.445429,7.068599,1.029448,-18.454213,7.086486,1.132111,-18.457833,7.093158,1.227324,-18.461005,7.099182,1.32249,-18.470943,7.119936,1.456712,-18.485628,7.15553,1.549247,-18.437625,7.124373,1.398285,-18.296975,7.178832,1.384541,-18.234203,7.146058,1.114027,-18.266986,7.252079,0.902424,-18.495617,7.09774,1.398102,-18.62778,7.028561,1.371926,-18.608052,6.963637,1.100643,-18.599435,6.927524,0.864554,-18.367409,7.09156,0.935383,-18.377684,7.071646,0.532481,-18.359131,6.977668,0.106956,-18.411968,7.13062,0.018458,-18.513864,7.029253,0.933368,-18.645661,7.143522,0.569403,-18.615224,6.981728,0.166316,-18.666875,7.087417,0.029328
-18.454361,7.079078,0.933611,-18.459042,7.08784,1.029252,-18.467871,7.106314,1.131807,-18.471724,7.113493,1.226974,-18.475244,7.120019,1.322095,-18.48572,7.141509,1.456161,-18.500899,7.177535,1.548449,-18.452108,7.145396,1.397845,-18.310893,7.198528,1.384749,-18.246766,7.167268,1.114374,-18.286624,7.283759,0.909698,-18.510248,7.11909,1.397512,-18.642648,7.050509,1.370958,-18.620903,6.983812,1.100265,-18.608932,6.946134,0.864582,-18.380854,7.109562,0.935033,-18.384025,7.078096,0.532768,-18.360787,6.978484,0.108744,-18.41186,7.13053,0.018309,-18.527926,7.048701,0.933407,-18.659265,7.169812,0.571564,-18.65763,7.046262,0.153605,-18.718887,7.1673,0.029855
-18.468265,7.09813,0.932711,-18.47289,7.107306,1.028318,-18.481797,7.126317,1.130768,-18.485892,7.133983,1.225888,-18.489746,7.141016,1.32096,-18.50071,7.16328,1.454862,-18.516357,7.199804,1.546875,-18.466804,7.166591,1.396637,-18.325081,7.218492,1.384061,-18.259808,7.188699,1.11379,-18.30573,7.314706,0.915989,-18.525104,7.140647,1.396171,-18.657773,7.072732,1.36925,-18.634263,7.00442,1.099105,-18.619537,6.965403,0.863789,-18.394455,7.127883,0.934047,-18.390595,7.08537,0.532773,-18.362564,6.979432,0.110613,-18.411755,7.130432,0.018122,-18.542132,7.068491,0.932595,-18.672384,7.193723,0.571782,-18.698672,7.111026,0.144361,-18.766548,7.245926,0.036082
-18.482248,7.117426,0.931046,-18.486951,7.126919,1.026618,-18.495991,7.146435,1.128962,-18.500351,7.154591,1.224029,-18.504529,7.162166,1.319044,-18.515926,7.185286,1.452762,-18.532011,7.222424,1.544451,-18.481722,7.187992,1.394596,-18.339575,7.23882,1.382411,-18.2735,7.210446,1.112181,-18.32431,7.344937,0.921222,-18.540189,7.162434,1.394025,-18.673158,7.095238,1.366788,-18.648094,7.025544,1.097132,-18.631364,6.985325,0.862138,-18.408135,7.146414,0.932441,-18.397276,7.093506,0.532528,-18.364547,6.980437,0.112544,-18.411625,7.130313,0.01792,-18.556419,7.088558,0.930873,-18.685139,7.214045,0.569558,-18.738373,7.176708,0.139666,-18.808745,7.323778,0.05043
-18.49638,7.137055,0.928636,-18.501248,7.146756,1.02418,-18.510453,7.166728,1.12642,-18.515087,7.175353,1.221432,-18.519576,7.183475,1.316388,-18.531353,7.20749,1.449914,-18.547852,7.245308,1.541251,-18.496852,7.209566,1.391788,-18.35434,7.259415,1.379865,-18.28767,7.232415,1.109641,-18.342357,7.374436,0.92547,-18.5555,7.184429,1.391128,-18.6888,7.118018,1.363587,-18.662434,7.0471,1.094378,-18.644299,7.005906,0.859667,-18.421972,7.165266,0.930198,-18.404185,7.102465,0.532001,-18.366651,6.981575,0.114555,-18.411497,7.130187,0.01768,-18.570849,7.108968,0.9283,-18.697409,7.231988,0.56539,-18.776709,7.242619,0.138438,-18.846591,7.400372,0.070479
-18.510928,7.157534,0.925581,-18.515952,7.167229,1.021115,-18.525304,7.187457,1.123293,-18.53019,7.196377,1.218266,-18.534963,7.204888,1.313176,-18.547082,7.229583,1.44655,-18.563948,7.268008,1.537568,-18.512311,7.231158,1.388492,-18.369516,7.28024,1.376751,-18.302301,7.254349,1.106552,-18.359919,7.40272,0.928287,-18.571132,7.206433,1.387721,-18.704752,7.140828,1.359809,-18.677354,7.068906,1.090968,-18.658231,7.027114,0.856446,-18.436245,7.184992,0.927356,-18.411811,7.112812,0.53109,-18.368622,6.983223,0.116891,-18.411419,7.130094,0.017384,-18.585677,7.130199,0.925032,-18.709471,7.250553,0.560302,-18.811844,7.304108,0.139742,-18.879512,7.470403,0.091815
-18.52588,7.179039,0.921589,-18.531051,7.188416,1.017147,-18.540531,7.20862,1.119318,-18.545644,7.217602,1.214275,-18.550673,7.22629,1.309157,-18.563092,7.251393,1.44243,-18.580274,7.290344,1.533166,-18.528082,7.25265,1.384513,-18.385139,7.301331,1.372846,-18.317426,7.276201,1.102698,-18.37712,7.429761,0.929455,-18.587068,7.228327,1.383595,-18.721022,7.163603,1.355246,-18.692873,7.090878,1.086697,-18.67318,7.048949,0.852241,-18.450939,7.205756,0.923655,-18.420084,7.124226,0.529691,-18.37017,6.985183,0.119301,-18.411426,7.130058,0.016938,-18.600889,7.152437,0.92075,-18.720954,7.270109,0.553941,-18.844107,7.360511,0.145281,-18.906687,7.532874,0.115933
-18.54125,7.201394,0.916952,-18.546557,7.210239,1.012553,-18.556148,7.230218,1.114758,-18.561465,7.23909,1.209714,-18.566722,7.247794,1.304582,-18.579403,7.273091,1.437793,-18.596856,7.312495,1.52828,-18.544181,7.274161,1.380048,-18.401175,7.322652,1.368373,-18.333012,7.298018,1.098293,-18.393836,7.455587,0.929192,-18.603324,7.250231,1.378959,-18.737602,7.186408,1.350107,-18.708972,7.113099,1.081771,-18.689125,7.071412,0.847286,-18.46607,7.227396,0.919355,-18.429075,7.137027,0.527908,-18.371586,6.987655,0.122034,-18.411482,7.130056,0.016437,-18.616498,7.175496,0.915772,-18.73223,7.290287,0.546661,-18.873168,7.412491,0.153351,-18.928936,7.588781,0.141338
-18.557344,7.224592,0.912631,-18.562682,7.232878,1.008282,-18.572322,7.252514,1.110548,-18.577792,7.261136,1.205517,-18.583244,7.269684,1.300386,-18.596164,7.294888,1.43359,-18.613843,7.33456,1.523916,-18.560771,7.295885,1.375965,-18.417652,7.344047,1.364328,-18.348946,7.319689,1.094362,-18.409745,7.479806,0.927695,-18.620048,7.272301,1.374676,-18.754525,7.209196,1.345178,-18.725663,7.135637,1.076938,-18.705894,7.094472,0.842359,-18.48196,7.249976,0.915279,-18.439487,7.152745,0.525956,-18.373484,6.991611,0.126086,-18.411531,7.13005,0.016146,-18.632798,7.199303,0.911208,-18.744697,7.312982,0.540542,-18.896204,7.457394,0.157906,-18.948148,7.635803,0.159129
-18.574294,7.248627,0.908932,-18.579453,7.256419,1.004634,-18.58903,7.275645,1.106984,-18.594574,7.283905,1.201982,-18.600179,7.292129,1.296873,-18.613338,7.316943,1.430129,-18.631206,7.356655,1.520402,-18.577828,7.317969,1.372529,-18.434489,7.365492,1.361014,-18.365094,7.341319,1.091205,-18.424849,7.502425,0.92493,-18.637211,7.294667,1.371005,-18.771684,7.231997,1.340593,-18.743007,7.158468,1.072321,-18.723692,7.118241,0.837546,-18.498746,7.273527,0.911617,-18.451875,7.171414,0.523943,-18.375778,6.996498,0.131968,-18.411556,7.130024,0.016294,-18.649908,7.223818,0.907475,-18.759161,7.339333,0.536578,-18.910957,7.493527,0.156444,-18.96562,7.671458,0.166284
-18.59197,7.273506,0.905549,-18.596841,7.280775,1.001309,-18.606295,7.299473,1.103771,-18.611862,7.307233,1.198812,-18.617586,7.314959,1.293739,-18.630961,7.339096,1.427101,-18.648974,7.378664,1.51741,-18.595376,7.340267,1.369476,-18.451768,7.387013,1.358128,-18.38159,7.362803,1.08852,-18.439146,7.523436,0.920931,-18.654841,7.3172,1.367687,-18.789185,7.254781,1.336218,-18.760944,7.181615,1.067797,-18.742312,7.142608,0.832761,-18.516291,7.298019,0.908177,-18.465684,7.193,0.52176,-18.378555,7.002869,0.139168,-18.411572,7.129995,0.016652,-18.667708,7.249079,0.904155,-18.774817,7.368201,0.533775,-18.919685,7.522582,0.151467,-18.980053,7.698226,0.165825
-18.610291,7.299238,0.902541,-18.614977,7.305867,0.998354,-18.624353,7.323852,1.100948,-18.629949,7.330921,1.196038,-18.635767,7.337939,1.291011,-18.649302,7.361074,1.424529,-18.667386,7.400329,1.514957,-18.613638,7.362536,1.366888,-18.469773,7.408537,1.355752,-18.398721,7.383708,1.086435,-18.45231,7.542431,0.916,-18.673169,7.339667,1.364815,-18.807374,7.277406,1.332439,-18.779307,7.205216,1.063743,-18.760964,7.167204,0.828517,-18.534509,7.323428,0.905213,-18.479958,7.218933,0.519294,-18.382687,7.013361,0.147146,-18.411572,7.129971,0.016792,-18.686129,7.275128,0.901107,-18.790644,7.39806,0.531243,-18.926342,7.54698,0.144425,-18.98945,7.721236,0.157917
-18.629558,7.32636,0.899778,-18.634308,7.332089,0.995641,-18.643718,7.349039,1.098401,-18.649367,7.355107,1.19355,-18.655235,7.361091,1.288584,-18.668812,7.382746,1.422335,-18.68687,7.421459,1.512999,-18.633052,7.384722,1.364689,-18.488982,7.430142,1.353818,-18.416666,7.40398,1.084966,-18.463953,7.559516,0.909892,-18.692624,7.361993,1.36232,-18.826696,7.299668,1.329481,-18.797945,7.229425,1.06035,-18.779279,7.192001,0.825052,-18.553704,7.350283,0.902749,-18.49435,7.25059,0.516277,-18.388394,7.029439,0.155734,-18.411513,7.130012,0.01535,-18.705473,7.302507,0.898048,-18.806498,7.429601,0.52865,-18.931351,7.566745,0.134572,-18.990895,7.742222,0.139875
-18.649472,7.354334,0.897388,-18.654386,7.359046,0.993298,-18.663876,7.374775,1.096245,-18.669584,7.379653,1.191459,-18.675477,7.384393,1.286563,-18.689039,7.404243,1.420597,-18.706999,7.442246,1.511581,-18.653181,7.40688,1.362955,-18.508916,7.45175,1.352395,-18.435245,7.423674,1.084096,-18.474463,7.574585,0.90285,-18.712776,7.384252,1.360272,-18.846704,7.321771,1.327118,-18.81701,7.254087,1.057428,-18.797625,7.217027,0.822128,-18.573572,7.378056,0.90076,-18.509207,7.286594,0.512978,-18.395455,7.049638,0.165101,-18.411437,7.130059,0.013689,-18.725437,7.330674,0.89526,-18.822523,7.462133,0.526326,-18.934288,7.581851,0.122654,-18.987302,7.759449,0.114383
-18.669048,7.381558,0.895813,-18.673997,7.385471,0.991762,-18.683528,7.400143,1.094868,-18.689295,7.403952,1.190134,-18.695254,7.40754,1.285289,-18.708891,7.425686,1.419566,-18.726725,7.463009,1.510858,-18.672936,7.428921,1.361993,-18.528425,7.473055,1.351769,-18.454214,7.442523,1.083896,-18.484681,7.586906,0.895914,-18.732567,7.406435,1.358969,-18.866408,7.344197,1.325064,-18.836787,7.278869,1.054779,-18.816308,7.242002,0.819546,-18.593113,7.405136,0.89942,-18.524616,7.324246,0.510084,-18.404089,7.072191,0.175216,-18.411458,7.129939,0.015478,-18.74505,7.358036,0.893449,-18.838132,7.492056,0.524377,-18.937842,7.594647,0.112364,-18.985413,7.772836,0.089665
-18.68805,7.407608,0.89518,-18.692814,7.411135,0.991157,-18.702307,7.425026,1.094377,-18.708134,7.427951,1.189671,-18.714224,7.4305,1.284852,-18.728084,7.447026,1.419312,-18.745736,7.483688,1.510904,-18.692049,7.450773,1.361925,-18.547182,7.493777,1.352027,-18.47385,7.459948,1.084337,-18.494781,7.595893,0.889075,-18.751735,7.428491,1.358504,-18.885577,7.367252,1.322928,-18.858053,7.303693,1.052017,-18.835539,7.266763,0.816991,-18.612068,7.431047,0.898734,-18.540081,7.362863,0.507628,-18.414199,7.096574,0.185973,-18.410486,7.126829,0.0228,-18.764094,7.384223,0.892867,-18.853074,7.517691,0.522595,-18.943717,7.605992,0.104927,-18.988471,7.781663,0.066808
-18.706714,7.432907,0.895361,-18.711164,7.436267,0.991359,-18.720579,7.44954,1.094665,-18.726467,7.451703,1.189974,-18.732729,7.453306,1.285162,-18.746902,7.468311,1.419765,-18.764346,7.504343,1.511646,-18.710789,7.472509,1.362629,-18.565513,7.514196,1.353081,-18.493876,7.476529,1.085448,-18.504589,7.602132,0.88234,-18.770542,7.450469,1.358786,-18.90444,7.390631,1.3211,-18.880032,7.328637,1.049528,-18.855107,7.291474,0.814778,-18.630698,7.456265,0.898697,-18.556098,7.403127,0.505578,-18.425881,7.123313,0.197478,-18.409611,7.123552,0.03357,-18.782787,7.409605,0.893262,-18.867599,7.540717,0.521188,-18.950209,7.615025,0.099118,-18.993233,7.786651,0.044725
-18.724764,7.457126,0.896407,-18.728817,7.460288,0.992427,-18.738141,7.473113,1.095797,-18.744092,7.474763,1.191114,-18.750557,7.475753,1.286299,-18.765107,7.489809,1.420969,-18.782446,7.525474,1.513016,-18.728878,7.494267,1.364048,-18.583253,7.534849,1.354961,-18.513217,7.493739,1.087385,-18.514418,7.606655,0.876769,-18.788712,7.472508,1.359841,-18.922689,7.41389,1.320454,-18.900679,7.353601,1.048276,-18.874683,7.316344,0.813649,-18.648775,7.480604,0.899463,-18.574242,7.444392,0.50453,-18.439641,7.152217,0.210021,-18.412215,7.128414,0.045203,-18.800801,7.433701,0.894584,-18.881872,7.562567,0.520881,-18.954893,7.621515,0.094957,-18.99671,7.789884,0.028378
-18.742155,7.47977,0.898365,-18.745607,7.482569,0.994415,-18.75478,7.495161,1.097829,-18.760786,7.496666,1.193147,-18.767507,7.49758,1.288317,-18.782557,7.511628,1.422936,-18.799961,7.547342,1.514953,-18.746148,7.516065,1.366169,-18.600295,7.555995,1.357797,-18.531723,7.512047,1.090287,-18.524757,7.609196,0.872365,-18.80609,7.494649,1.361687,-18.940131,7.436803,1.321339,-18.918843,7.378655,1.048635,-18.894078,7.341356,0.813883,-18.666294,7.503694,0.90102,-18.596028,7.4872,0.504384,-18.455737,7.183534,0.224784,-18.419133,7.144265,0.057865,-18.818054,7.455887,0.896944,-18.896582,7.584554,0.522503,-18.956342,7.624631,0.092899,-18.997469,7.791498,0.021061
-18.758931,7.501334,0.901187,-18.7617,7.503738,0.997271,-18.770709,7.516268,1.100706,-18.776772,7.517876,1.196017,-18.78378,7.519049,1.291163,-18.799394,7.53366,1.425654,-18.816967,7.569686,1.517517,-18.762766,7.537884,1.369005,-18.616747,7.577375,1.361458,-18.549543,7.530984,1.094015,-18.535118,7.610019,0.869125,-18.822833,7.51685,1.364307,-18.956959,7.459597,1.323407,-18.935675,7.403728,1.050232,-18.913481,7.366528,0.815201,-18.683261,7.525905,0.90338,-18.619941,7.531008,0.50524,-18.47391,7.217017,0.240585,-18.429532,7.168254,0.071389,-18.834628,7.476786,0.900231,-18.91104,7.605366,0.525225,-18.955985,7.625202,0.092489,-18.996943,7.791357,0.019481
-18.774951,7.522967,0.904786,-18.777365,7.5251,1.000888,-18.786352,7.537616,1.104326,-18.792518,7.539336,1.199628,-18.799771,7.540742,1.294751,-18.815804,7.555841,1.42914,-18.833588,7.592215,1.520824,-18.778956,7.559807,1.372541,-18.632762,7.598759,1.365578,-18.566047,7.550624,1.098314,-18.544344,7.610948,0.868093,-18.839134,7.53912,1.367684,-18.973441,7.482516,1.326488,-18.952585,7.428514,1.052906,-18.933124,7.392118,0.817513,-18.699475,7.548159,0.906746,-18.643008,7.573538,0.507994,-18.493888,7.251736,0.254174,-18.444286,7.200128,0.082693,-18.850449,7.497791,0.904066,-18.923338,7.622501,0.527294,-18.955677,7.625483,0.092374,-18.996435,7.791142,0.018715
-18.790037,7.545321,0.909487,-18.792662,7.547341,1.005588,-18.801883,7.559819,1.109009,-18.80825,7.56155,1.204298,-18.8157,7.563009,1.299405,-18.83194,7.578254,1.433754,-18.850011,7.614934,1.525259,-18.79484,7.581928,1.377091,-18.648411,7.620006,1.370288,-18.5807,7.571494,1.10333,-18.551746,7.612241,0.869931,-18.855116,7.561561,1.372119,-18.989771,7.505887,1.330799,-18.970269,7.453003,1.056896,-18.953276,7.418324,0.821051,-18.714739,7.57102,0.911627,-18.664065,7.61419,0.513526,-18.515812,7.287326,0.265148,-18.464256,7.241679,0.091299,-18.865364,7.51964,0.908595,-18.932221,7.634127,0.527798,-18.956001,7.62611,0.09203,-18.996374,7.791385,0.017269
-18.804366,7.567745,0.914965,-18.807531,7.569775,1.01105,-18.817129,7.582263,1.114436,-18.823741,7.584013,1.209707,-18.831347,7.5855,1.304802,-18.84765,7.600817,1.439135,-18.866049,7.637839,1.530437,-18.810296,7.604154,1.382342,-18.663624,7.641256,1.375457,-18.594036,7.593066,1.108918,-18.558014,7.613638,0.873978,-18.870658,7.584071,1.377311,-19.005754,7.529383,1.336123,-18.98803,7.477204,1.061965,-18.973669,7.44495,0.825582,-18.729248,7.593924,0.917513,-18.684277,7.653563,0.520956,-18.539542,7.324152,0.27391,-18.488582,7.291114,0.097685,-18.879526,7.541594,0.913672,-18.938945,7.642076,0.527648,-18.956375,7.626446,0.091982,-18.996331,7.791554,0.016639
-18.818329,7.58944,0.920152,-18.822055,7.591651,1.016211,-18.831994,7.604282,1.119549,-18.838779,7.606155,1.214805,-18.846442,7.60775,1.309893,-18.862663,7.623219,1.444218,-18.881261,7.660627,1.535322,-18.825181,7.626285,1.387335,-18.67834,7.662706,1.380326,-18.607029,7.613825,1.11438,-18.564066,7.616185,0.879297,-18.885595,7.606361,1.38234,-19.021077,7.552267,1.341648,-19.00519,7.500838,1.067237,-18.99373,7.47166,0.830318,-18.743392,7.616091,0.923074,-18.704165,7.691187,0.528543,-18.564379,7.362379,0.278416,-18.51556,7.342798,0.100194,-18.893319,7.562826,0.918488,-18.945366,7.649343,0.52782,-18.956912,7.626832,0.092443,-18.996318,7.791732,0.016383
-18.831985,7.6099,0.924812,-18.836211,7.612579,1.020836,-18.84638,7.625579,1.124103,-18.853209,7.627752,1.21935,-18.860775,7.629598,1.314441,-18.876722,7.645367,1.448762,-18.8953,7.683223,1.539685,-18.839314,7.648295,1.391887,-18.692436,7.684558,1.384761,-18.620056,7.633298,1.11955,-18.570007,7.6201,0.886112,-18.899729,7.628324,1.387066,-19.035478,7.574162,1.347382,-19.021339,7.523728,1.072691,-19.013204,7.498347,0.835224,-18.757212,7.636982,0.927974,-18.723406,7.726882,0.536006,-18.590034,7.401797,0.277627,-18.544738,7.394648,0.097455,-18.906819,7.582862,0.922902,-18.952059,7.656665,0.528786,-18.957731,7.627364,0.093643,-18.996342,7.791979,0.016495
-18.845274,7.629631,0.929181,-18.850022,7.63295,1.02516,-18.860385,7.64645,1.128344,-18.867185,7.649028,1.223583,-18.874556,7.651205,1.318682,-18.890085,7.667354,1.453008,-18.908512,7.705703,1.543755,-18.852875,7.670212,1.396182,-18.706036,7.706609,1.388896,-18.63274,7.651957,1.124595,-18.575731,7.625164,0.894198,-18.913258,7.650068,1.39163,-19.049218,7.595445,1.353316,-19.036886,7.54605,1.078349,-19.032346,7.52512,0.840334,-18.770666,7.657136,0.93255,-18.742324,7.760828,0.543626,-18.616797,7.442616,0.272582,-18.576567,7.448746,0.09084,-18.91995,7.602176,0.927056,-18.95845,7.663304,0.530073,-18.958713,7.627946,0.095353,-18.996396,7.792236,0.016983
-18.858407,7.649352,0.932897,-18.863649,7.653185,1.028835,-18.8742,7.667119,1.131943,-18.880964,7.670072,1.227174,-18.888138,7.672583,1.32228,-18.90325,7.689145,1.456604,-18.921499,7.72799,1.547175,-18.866259,7.691922,1.399809,-18.719456,7.728437,1.392374,-18.644926,7.669705,1.129321,-18.581847,7.631765,0.901953,-18.926611,7.671617,1.395529,-19.062764,7.616507,1.358609,-19.052373,7.568055,1.083397,-19.05134,7.551969,0.844959,-18.784016,7.6774,0.936474,-18.762405,7.793087,0.550494,-18.644842,7.485638,0.264365,-18.610705,7.5057,0.082811,-18.932872,7.621359,0.930556,-18.96466,7.670045,0.531241,-18.959612,7.628628,0.097103,-18.996473,7.792406,0.017429
