pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z
5.290658,10.270959,0.928399,5.295636,10.27801,1.024168,5.294113,10.278961,1.128732,5.29964,10.288031,1.223656,5.305464,10.297871,1.318378,5.304748,10.302082,1.454492,5.28769,10.285083,1.551782,5.281008,10.321205,1.394078,5.171201,10.422584,1.369537,5.162763,10.452996,1.091686,5.127066,10.456215,0.855406,5.329053,10.279237,1.395631,5.442089,10.181147,1.372422,5.477167,10.191805,1.095198,5.487238,10.176631,0.85691,5.231614,10.324325,0.928172,5.196988,10.300599,0.526833,5.227069,10.333866,0.093006,5.094459,10.224278,0.022758,5.349766,10.217684,0.929857,5.342566,10.188377,0.527461,5.385067,10.221425,0.094657,5.295842,10.07109,0.031665
5.290281,10.270359,0.928462,5.295316,10.277418,1.024227,5.293876,10.278291,1.128793,5.299482,10.28726,1.223722,5.305393,10.296965,1.318452,5.304815,10.300941,1.454574,5.287898,10.283953,1.55189,5.281014,10.320173,1.394194,5.171078,10.421453,1.369827,5.162691,10.451853,1.091972,5.127016,10.454999,0.855688,5.329091,10.278235,1.395624,5.442215,10.180279,1.372282,5.47676,10.191195,1.095002,5.486443,10.176305,0.856681,5.231225,10.323713,0.928268,5.197163,10.300039,0.52688,5.227239,10.333881,0.093098,5.094499,10.224395,0.022936,5.349401,10.217095,0.929887,5.34238,10.188091,0.527467,5.385006,10.221376,0.094694,5.295831,10.071055,0.031597
5.289904,10.269758,0.928525,5.294997,10.276826,1.024286,5.29364,10.277622,1.128854,5.299325,10.286489,1.223788,5.305321,10.29606,1.318526,5.304883,10.299799,1.454656,5.288107,10.282823,1.551999,5.281021,10.31914,1.39431,5.170955,10.420322,1.370116,5.162619,10.450709,1.092258,5.126966,10.453783,0.855969,5.329128,10.277234,1.395616,5.442341,10.17941,1.372143,5.476354,10.190585,1.094806,5.485649,10.175978,0.856452,5.230837,10.3231,0.928364,5.197339,10.299479,0.526926,5.22741,10.333896,0.09319,5.09454,10.224513,0.023113,5.349035,10.216506,0.929918,5.342194,10.187806,0.527473,5.384945,10.221327,0.094731,5.29582,10.07102,0.03153
5.289517,10.269149,0.928582,5.294664,10.276223,1.02434,5.293392,10.276951,1.128909,5.299158,10.285732,1.223846,5.305244,10.295187,1.318591,5.304951,10.298724,1.454726,5.288312,10.281757,1.552094,5.28102,10.31815,1.394422,5.170829,10.419237,1.370396,5.162493,10.449559,1.092531,5.126818,10.452457,0.856243,5.32916,10.276277,1.395614,5.442453,10.178575,1.372023,5.475975,10.189926,1.094633,5.484899,10.175544,0.85625,5.230431,10.322469,0.928454,5.197483,10.298956,0.526965,5.227539,10.333904,0.093271,5.094562,10.224605,0.023264,5.348669,10.215918,0.929943,5.342032,10.187522,0.527472,5.384901,10.221278,0.09476,5.295819,10.070986,0.031463
5.289107,10.26852,0.928633,5.294305,10.275599,1.024388,5.293121,10.276274,1.128959,5.298974,10.28499,1.223896,5.305159,10.29436,1.318643,5.305026,10.297743,1.454783,5.288524,10.280789,1.552176,5.281012,10.317219,1.394534,5.170708,10.418221,1.370673,5.162295,10.448403,1.092795,5.126535,10.450982,0.856517,5.329183,10.275379,1.395621,5.442541,10.177774,1.371935,5.475635,10.189194,1.094496,5.484201,10.174968,0.856091,5.22999,10.321807,0.928538,5.197583,10.298483,0.526994,5.227602,10.333899,0.093335,5.094551,10.224661,0.023377,5.34829,10.215322,0.929961,5.341914,10.187254,0.527463,5.384884,10.221229,0.094778,5.295838,10.070952,0.031398
5.288688,10.267882,0.928679,5.293933,10.274964,1.024431,5.292839,10.275596,1.129002,5.298781,10.284261,1.223939,5.305067,10.293565,1.318686,5.305103,10.296829,1.454828,5.288732,10.279885,1.552246,5.280997,10.316331,1.394642,5.170585,10.417252,1.37094,5.162042,10.447241,1.093045,5.126153,10.449398,0.856782,5.329199,10.274526,1.395632,5.442615,10.177008,1.371867,5.475323,10.188414,1.094382,5.483549,10.174285,0.855959,5.229532,10.321127,0.928616,5.197652,10.298048,0.527015,5.227623,10.333888,0.093386,5.09452,10.224691,0.023463,5.34791,10.214727,0.929973,5.341819,10.186987,0.527448,5.384884,10.221181,0.094789,5.295867,10.070918,0.031334
5.288293,10.267256,0.928711,5.293582,10.274339,1.024461,5.292571,10.274933,1.129034,5.298595,10.283556,1.223969,5.304974,10.292805,1.318715,5.305166,10.295968,1.45486,5.288906,10.279001,1.552292,5.280971,10.315486,1.394731,5.170436,10.416305,1.371166,5.161737,10.446062,1.093252,5.125684,10.447713,0.85701,5.329209,10.273721,1.395633,5.442695,10.176302,1.371801,5.475037,10.187612,1.09427,5.482966,10.173492,0.855836,5.22909,10.320447,0.92868,5.197703,10.29765,0.527024,5.227639,10.33388,0.093425,5.094498,10.22471,0.023532,5.347564,10.214155,0.929974,5.34171,10.186679,0.527426,5.384881,10.221135,0.094798,5.295895,10.070884,0.031268
5.287936,10.266647,0.928729,5.29326,10.273727,1.024477,5.292325,10.274285,1.12905,5.29842,10.282874,1.223984,5.304881,10.292079,1.318729,5.305214,10.29516,1.454875,5.289038,10.278127,1.55231,5.280931,10.314687,1.394795,5.170248,10.415369,1.371344,5.161373,10.444867,1.093407,5.12513,10.44592,0.857191,5.329213,10.272972,1.395621,5.442786,10.175668,1.371733,5.474767,10.186782,1.094151,5.482472,10.172573,0.855715,5.228668,10.319767,0.92873,5.197733,10.297301,0.52702,5.227658,10.333881,0.09345,5.094496,10.224719,0.023582,5.347271,10.213617,0.929958,5.341565,10.186291,0.527398,5.384866,10.221089,0.09481,5.295918,10.07085,0.031199
5.287603,10.266051,0.928734,5.292958,10.273125,1.02448,5.292093,10.273653,1.129055,5.298252,10.282216,1.223987,5.304788,10.291388,1.318729,5.30525,10.294405,1.454877,5.289136,10.277273,1.552304,5.28088,10.313931,1.39484,5.170035,10.414456,1.37148,5.160956,10.443656,1.093519,5.124489,10.444027,0.857336,5.32921,10.27227,1.395598,5.442884,10.175096,1.371666,5.474522,10.185931,1.094035,5.482049,10.171544,0.855604,5.228263,10.319089,0.928767,5.197746,10.29699,0.527005,5.227671,10.333884,0.093461,5.094503,10.224716,0.023615,5.347011,10.213103,0.92993,5.341406,10.185863,0.527362,5.384849,10.221044,0.09482,5.29594,10.070817,0.031128
5.287294,10.265471,0.928728,5.292681,10.272547,1.024473,5.29188,10.273048,1.129048,5.298095,10.281587,1.223979,5.304693,10.290729,1.31872,5.305267,10.293682,1.454868,5.289193,10.276425,1.55228,5.280817,10.313205,1.394864,5.169813,10.413571,1.371575,5.160503,10.442419,1.093585,5.123765,10.44206,0.857443,5.329199,10.271604,1.395561,5.442992,10.174575,1.371601,5.474326,10.185106,1.093923,5.48167,10.170449,0.855503,5.227887,10.318435,0.92879,5.197762,10.296684,0.526979,5.227685,10.333886,0.093462,5.09451,10.224713,0.023638,5.346769,10.212597,0.929896,5.341252,10.185462,0.52732,5.384834,10.221003,0.094821,5.295961,10.070785,0.031057
5.287007,10.264908,0.92871,5.292432,10.271998,1.024452,5.291691,10.272482,1.129027,5.297956,10.281005,1.223956,5.304608,10.290121,1.318696,5.305277,10.293015,1.454846,5.289221,10.275597,1.552231,5.280757,10.31253,1.394855,5.1696,10.412737,1.371611,5.160003,10.441141,1.093585,5.122939,10.440006,0.857497,5.329195,10.270993,1.395499,5.443126,10.174129,1.371535,5.474185,10.184315,1.093814,5.481329,10.169283,0.855411,5.227548,10.317813,0.928796,5.197799,10.296371,0.52694,5.227704,10.333884,0.093449,5.094515,10.224713,0.023648,5.346535,10.212092,0.929855,5.341113,10.185126,0.527267,5.384825,10.220969,0.094805,5.295981,10.070757,0.030986
5.286744,10.264361,0.928682,5.292207,10.271471,1.02442,5.291521,10.271944,1.128996,5.297828,10.280453,1.223923,5.304522,10.289546,1.318662,5.305268,10.292382,1.454813,5.289209,10.274775,1.552164,5.280686,10.311886,1.394825,5.169379,10.411932,1.371604,5.159467,10.439838,1.093539,5.122032,10.43788,0.857515,5.329182,10.270417,1.395422,5.443271,10.173734,1.371471,5.474093,10.183551,1.09371,5.481032,10.168051,0.855331,5.22724,10.317216,0.928787,5.197841,10.296064,0.526891,5.227725,10.333881,0.093425,5.094521,10.224712,0.023648,5.346318,10.211597,0.929808,5.340979,10.184817,0.527206,5.384818,10.220938,0.094781,5.296,10.070731,0.030915
5.286511,10.26384,0.928651,5.292005,10.270964,1.024386,5.291356,10.271412,1.128963,5.297687,10.279892,1.223891,5.304403,10.288942,1.318633,5.305196,10.291689,1.454784,5.289125,10.273899,1.552101,5.280565,10.311196,1.394802,5.169117,10.41109,1.371602,5.158943,10.438543,1.093501,5.12111,10.435745,0.857549,5.329122,10.269797,1.395354,5.443385,10.173319,1.371409,5.474053,10.182842,1.093621,5.480768,10.166808,0.855271,5.226963,10.316645,0.928773,5.19786,10.295768,0.526842,5.227745,10.333879,0.093402,5.094529,10.22471,0.023651,5.34613,10.211125,0.929761,5.340848,10.184493,0.527149,5.384809,10.220908,0.094761,5.296018,10.070705,0.030847
5.286315,10.263342,0.928617,5.291828,10.270478,1.02435,5.291197,10.270881,1.128927,5.29753,10.27931,1.22386,5.304244,10.28829,1.318609,5.305043,10.290903,1.454763,5.288951,10.272942,1.552044,5.28038,10.310434,1.394791,5.168811,10.410197,1.371612,5.158447,10.437255,1.093479,5.12017,10.4336,0.857611,5.329,10.269108,1.395298,5.443463,10.17287,1.371345,5.474094,10.182205,1.093546,5.480545,10.16554,0.855233,5.226724,10.316098,0.928752,5.197842,10.295485,0.526791,5.227766,10.333881,0.093379,5.094537,10.224708,0.023659,5.345977,10.210677,0.929715,5.34071,10.184128,0.527097,5.384798,10.220876,0.09475,5.296035,10.070679,0.030785
5.286149,10.262869,0.928581,5.291672,10.27001,1.024313,5.291043,10.270357,1.12889,5.297361,10.278719,1.22383,5.304051,10.28761,1.318589,5.304826,10.290057,1.454746,5.288705,10.271931,1.551992,5.280145,10.309626,1.394787,5.168465,10.409267,1.371627,5.157963,10.435975,1.093465,5.119216,10.431448,0.857689,5.328829,10.268376,1.395251,5.443509,10.1724,1.371284,5.474187,10.181624,1.093487,5.480355,10.164261,0.855217,5.226516,10.315578,0.928726,5.197802,10.295213,0.52674,5.227788,10.333885,0.093358,5.094546,10.224706,0.02367,5.345853,10.210251,0.92967,5.340576,10.183747,0.527049,5.384785,10.220845,0.094744,5.29605,10.070653,0.030725
5.285999,10.262432,0.928554,5.29152,10.269556,1.024287,5.290879,10.269827,1.128864,5.297169,10.278108,1.223813,5.303823,10.286899,1.318583,5.304555,10.289167,1.454744,5.288409,10.270894,1.551959,5.279864,10.308779,1.394803,5.168053,10.408281,1.371672,5.157497,10.434748,1.09349,5.118328,10.42936,0.857801,5.328611,10.267603,1.395227,5.443492,10.171872,1.371245,5.47425,10.181071,1.093456,5.480156,10.163068,0.855226,5.226319,10.315087,0.928713,5.197764,10.294952,0.526705,5.227804,10.333888,0.09335,5.094556,10.224701,0.023686,5.34575,10.209868,0.929628,5.340464,10.183381,0.527006,5.384774,10.220812,0.09474,5.296066,10.070627,0.030668
5.285871,10.262051,0.928537,5.291372,10.269123,1.024276,5.290702,10.269289,1.128853,5.296949,10.277469,1.223813,5.303552,10.286145,1.318598,5.304218,10.288216,1.454762,5.288054,10.269824,1.551951,5.279526,10.307877,1.394848,5.167548,10.407204,1.371766,5.157074,10.433595,1.093573,5.117553,10.427349,0.857965,5.328333,10.266773,1.395234,5.44339,10.171258,1.371231,5.474266,10.180562,1.093459,5.479926,10.16199,0.855266,5.226135,10.314643,0.928721,5.197726,10.294699,0.526693,5.227812,10.333888,0.093364,5.094568,10.224691,0.02371,5.345676,10.209549,0.929586,5.340379,10.183022,0.526967,5.384765,10.220776,0.094737,5.296082,10.0706,0.030611
5.285758,10.261706,0.92853,5.291228,10.268702,1.024275,5.290515,10.268746,1.128852,5.296705,10.276811,1.223826,5.303245,10.285359,1.318627,5.303827,10.287221,1.454794,5.287649,10.268728,1.551962,5.27914,10.306937,1.394912,5.166978,10.40607,1.371891,5.156669,10.432495,1.093696,5.116844,10.425403,0.858162,5.328007,10.265902,1.395265,5.443225,10.170586,1.371238,5.474251,10.180082,1.093489,5.479687,10.160997,0.855333,5.225963,10.31423,0.928743,5.19769,10.294458,0.526697,5.227815,10.333888,0.093391,5.09458,10.224678,0.023739,5.345623,10.209271,0.929549,5.340318,10.182677,0.526934,5.384758,10.220739,0.094736,5.296098,10.070573,0.030556
5.285632,10.26135,0.928536,5.291063,10.268268,1.02429,5.290305,10.268193,1.128867,5.29644,10.276148,1.223853,5.302918,10.284578,1.318669,5.303422,10.286247,1.454839,5.287237,10.267653,1.551987,5.278739,10.30601,1.394988,5.166405,10.404961,1.372021,5.156209,10.431425,1.093826,5.116142,10.42356,0.858357,5.327664,10.265042,1.395309,5.443031,10.169909,1.371273,5.474177,10.179553,1.093542,5.479471,10.160092,0.855413,5.225772,10.3138,0.928777,5.197682,10.294237,0.526707,5.227815,10.333888,0.093422,5.094591,10.224666,0.023769,5.345561,10.208987,0.929528,5.34029,10.182401,0.526912,5.384756,10.220701,0.094738,5.296116,10.070545,0.030504
5.285474,10.26096,0.928565,5.290858,10.267801,1.024327,5.290059,10.267618,1.128903,5.296144,10.275478,1.223901,5.302573,10.283807,1.318729,5.303019,10.285311,1.454902,5.286838,10.266613,1.55203,5.278332,10.305107,1.395079,5.165844,10.403895,1.372157,5.155649,10.430391,1.093964,5.115421,10.421843,0.858547,5.327314,10.264208,1.39537,5.442814,10.169234,1.371345,5.474018,10.178936,1.093624,5.479285,10.15929,0.855508,5.225544,10.31333,0.928828,5.19772,10.294042,0.526726,5.227815,10.33389,0.093457,5.094601,10.224656,0.023802,5.345473,10.208677,0.929534,5.340311,10.182231,0.526907,5.384761,10.220661,0.094743,5.296138,10.070515,0.030462
5.285303,10.26056,0.928609,5.290633,10.267321,1.024379,5.289791,10.267033,1.128955,5.295827,10.274804,1.223963,5.302208,10.28304,1.318802,5.302602,10.284397,1.454977,5.286432,10.265595,1.552086,5.277908,10.304218,1.395181,5.165281,10.402854,1.372298,5.155034,10.429386,1.09411,5.114706,10.420229,0.858734,5.326946,10.263386,1.395446,5.442568,10.168553,1.371445,5.473799,10.17827,1.093727,5.479122,10.158576,0.855617,5.225299,10.312845,0.928891,5.197788,10.293866,0.526752,5.227812,10.333893,0.093494,5.094609,10.224648,0.023836,5.345375,10.208361,0.929557,5.340366,10.18213,0.526914,5.38477,10.220619,0.094751,5.296161,10.070485,0.030424
5.285144,10.260169,0.928648,5.29042,10.266853,1.024427,5.289529,10.266464,1.129002,5.295511,10.274149,1.22402,5.301838,10.282296,1.318871,5.302167,10.283511,1.455047,5.286004,10.264607,1.552137,5.277476,10.303359,1.395272,5.164728,10.401864,1.372418,5.15442,10.428373,1.094232,5.114015,10.418689,0.858889,5.326564,10.262587,1.395517,5.442316,10.167907,1.371543,5.473568,10.1776,1.093827,5.478984,10.157912,0.855719,5.225067,10.31237,0.928948,5.197858,10.293703,0.526774,5.227809,10.333893,0.093525,5.094616,10.22464,0.023861,5.34529,10.208053,0.929579,5.340424,10.182042,0.52692,5.384778,10.220572,0.094754,5.296182,10.070454,0.03037
5.28501,10.259796,0.92868,5.290233,10.266406,1.024467,5.289287,10.265919,1.129041,5.295208,10.273521,1.22407,5.30147,10.281582,1.318932,5.301714,10.282661,1.455109,5.285545,10.263652,1.552178,5.277039,10.302542,1.395347,5.164194,10.400939,1.372513,5.153808,10.427329,1.094317,5.113334,10.417217,0.859005,5.326168,10.261821,1.395581,5.442066,10.16731,1.371642,5.47334,10.176912,1.093925,5.478889,10.157282,0.855815,5.224862,10.311916,0.928996,5.197925,10.293556,0.526789,5.227806,10.33389,0.093549,5.094623,10.224631,0.023873,5.345225,10.207761,0.929593,5.340472,10.181954,0.52692,5.384781,10.220515,0.094752,5.296198,10.070422,0.030295
5.284888,10.259432,0.928707,5.290058,10.265971,1.024502,5.289053,10.265391,1.129075,5.294906,10.272912,1.224115,5.301096,10.280891,1.318988,5.301243,10.28184,1.455167,5.285063,10.262727,1.552214,5.276593,10.301755,1.39541,5.163671,10.400066,1.372587,5.153196,10.426277,1.094378,5.112676,10.415819,0.859089,5.325758,10.261079,1.39564,5.441808,10.166747,1.371739,5.473101,10.176219,1.09402,5.478819,10.156701,0.855905,5.224671,10.311472,0.929038,5.197995,10.293422,0.5268,5.227803,10.333884,0.093566,5.09463,10.224623,0.023876,5.345172,10.207477,0.929606,5.340523,10.18188,0.526918,5.384783,10.220453,0.094746,5.296212,10.070389,0.030204
5.284772,10.259077,0.928722,5.289887,10.265549,1.024525,5.288816,10.26488,1.129096,5.294597,10.272322,1.224147,5.300709,10.280217,1.319033,5.300747,10.281035,1.455212,5.284562,10.261827,1.552239,5.276129,10.300988,1.395454,5.163152,10.399236,1.372636,5.152644,10.425243,1.094409,5.112095,10.414486,0.859139,5.325326,10.260351,1.395684,5.441536,10.166212,1.371796,5.472848,10.17561,1.094076,5.47872,10.156177,0.855958,5.224488,10.311039,0.929063,5.198064,10.293275,0.526796,5.227803,10.333878,0.09357,5.094637,10.224615,0.02387,5.345122,10.207198,0.929612,5.340581,10.181806,0.526909,5.384784,10.220388,0.094732,5.296225,10.070356,0.030099
5.284661,10.258728,0.928718,5.28972,10.265145,1.024527,5.288579,10.26439,1.129098,5.294282,10.271753,1.224159,5.300309,10.279562,1.319057,5.300225,10.280241,1.455237,5.284041,10.260945,1.552248,5.275647,10.300237,1.39547,5.162635,10.398445,1.37265,5.152184,10.424234,1.094401,5.111618,10.41321,0.859145,5.32487,10.259631,1.395702,5.441238,10.165694,1.371787,5.472587,10.175129,1.094072,5.478567,10.155712,0.855955,5.224312,10.310614,0.929062,5.198137,10.293104,0.526768,5.22781,10.333872,0.093554,5.094646,10.224608,0.023852,5.345075,10.206923,0.929605,5.340646,10.18172,0.526889,5.384782,10.220319,0.094707,5.296235,10.070322,0.029977
5.284555,10.258386,0.928702,5.289556,10.264755,1.024518,5.288341,10.263917,1.129086,5.29396,10.271202,1.224159,5.299896,10.278924,1.31907,5.299678,10.279464,1.45525,5.283501,10.260087,1.552246,5.275149,10.299505,1.395465,5.162123,10.397697,1.372639,5.151782,10.423243,1.094363,5.111217,10.411999,0.859118,5.324393,10.258925,1.395704,5.440926,10.165205,1.371738,5.472313,10.174731,1.094031,5.478386,10.155304,0.855917,5.224144,10.3102,0.929045,5.198209,10.292921,0.526725,5.227821,10.333865,0.093524,5.094656,10.224601,0.023825,5.345031,10.206654,0.929591,5.340719,10.181635,0.526863,5.384779,10.220248,0.094674,5.296244,10.070289,0.02984
5.284446,10.258056,0.928688,5.289386,10.264372,1.02451,5.288092,10.263452,1.129077,5.293624,10.27066,1.224161,5.299466,10.278299,1.319084,5.299111,10.278705,1.455265,5.282949,10.259268,1.552251,5.27463,10.298787,1.39546,5.161613,10.396988,1.372628,5.151401,10.422284,1.094325,5.110859,10.410867,0.859084,5.323901,10.258238,1.395709,5.440621,10.164766,1.371687,5.472009,10.174368,1.093982,5.478193,10.154947,0.855871,5.223975,10.3098,0.929028,5.198266,10.292738,0.526685,5.227831,10.333858,0.093498,5.094664,10.224595,0.023799,5.344981,10.206393,0.92958,5.340811,10.181579,0.526837,5.384778,10.220178,0.094639,5.296253,10.070256,0.029705
5.284331,10.257735,0.928679,5.289204,10.263989,1.024508,5.287826,10.262985,1.129074,5.293268,10.270119,1.224168,5.299012,10.277681,1.319104,5.298518,10.277964,1.455284,5.282382,10.258497,1.552268,5.274083,10.298077,1.395456,5.16112,10.39634,1.372626,5.151029,10.42135,1.094292,5.110521,10.409818,0.85905,5.323388,10.25757,1.395719,5.440336,10.164402,1.371633,5.471673,10.174017,1.093923,5.478008,10.154624,0.855814,5.223806,10.309415,0.929017,5.198297,10.292552,0.526653,5.22784,10.333848,0.093481,5.094671,10.22459,0.023779,5.34492,10.206135,0.929573,5.340939,10.181574,0.526813,5.384783,10.220108,0.094597,5.296262,10.070224,0.02957
5.284213,10.257425,0.928671,5.289015,10.263613,1.024508,5.28755,10.262525,1.129072,5.292898,10.269587,1.224177,5.298541,10.277075,1.319124,5.297905,10.277242,1.455305,5.281802,10.257765,1.552292,5.273516,10.29738,1.395451,5.160629,10.395731,1.372625,5.150676,10.420447,1.094259,5.110226,10.408847,0.859011,5.322861,10.256922,1.395732,5.44006,10.164088,1.371578,5.471308,10.173702,1.093858,5.477812,10.154354,0.855749,5.223636,10.309045,0.929008,5.198314,10.292366,0.526624,5.227848,10.333837,0.093468,5.094676,10.224586,0.023759,5.344852,10.205885,0.929568,5.341086,10.181598,0.526791,5.38479,10.22004,0.094552,5.296271,10.070193,0.029435
5.28409,10.257137,0.928671,5.288823,10.26326,1.024516,5.287274,10.262089,1.129077,5.292529,10.269081,1.224192,5.298071,10.276497,1.319152,5.297295,10.276548,1.455331,5.281226,10.257053,1.552321,5.272948,10.296708,1.395458,5.160098,10.395101,1.372627,5.150341,10.419604,1.094236,5.110004,10.407949,0.858971,5.322337,10.256306,1.395755,5.439775,10.163783,1.371563,5.47091,10.173449,1.093832,5.477568,10.154186,0.855721,5.223456,10.308689,0.929006,5.198335,10.292203,0.526602,5.227851,10.333827,0.093459,5.09468,10.224583,0.023739,5.344786,10.205663,0.92957,5.341214,10.181609,0.526777,5.384795,10.219974,0.094519,5.29628,10.070163,0.029316
5.283967,10.256875,0.928681,5.288634,10.262936,1.024533,5.287003,10.261683,1.129092,5.292166,10.268608,1.224217,5.297607,10.275953,1.319188,5.296693,10.275888,1.455366,5.280658,10.256353,1.552353,5.272383,10.296065,1.395482,5.159509,10.394427,1.372634,5.150042,10.418832,1.094224,5.109888,10.407118,0.85893,5.321827,10.255729,1.395795,5.439477,10.163474,1.371609,5.47045,10.173289,1.093865,5.477244,10.154168,0.855746,5.223266,10.308349,0.929014,5.198371,10.292069,0.526588,5.227845,10.333821,0.093455,5.094683,10.22458,0.023713,5.344728,10.205478,0.929581,5.341307,10.181583,0.526777,5.384796,10.219911,0.094507,5.296288,10.070134,0.029217
5.28384,10.256634,0.928697,5.288442,10.262636,1.024556,5.286732,10.261302,1.129113,5.291803,10.26816,1.224248,5.297144,10.275436,1.31923,5.296094,10.275257,1.455407,5.280093,10.255674,1.552391,5.271816,10.295446,1.395517,5.158879,10.393731,1.372644,5.149759,10.41812,1.094221,5.109845,10.406359,0.858889,5.321322,10.255184,1.395845,5.439171,10.163173,1.371695,5.469957,10.173192,1.093938,5.476871,10.154253,0.855807,5.223067,10.308024,0.929031,5.198412,10.291958,0.526581,5.227834,10.333816,0.093455,5.094684,10.224577,0.023686,5.344672,10.205321,0.929598,5.34138,10.181545,0.526786,5.384795,10.219851,0.094506,5.296296,10.070104,0.029133
5.283696,10.256411,0.928719,5.288239,10.262359,1.024584,5.286455,10.260945,1.129139,5.291437,10.267736,1.224283,5.296681,10.274942,1.319276,5.295498,10.274644,1.455452,5.279525,10.255022,1.552432,5.271248,10.294847,1.39556,5.158219,10.393019,1.372665,5.149433,10.417465,1.094236,5.109807,10.405692,0.858856,5.320817,10.254662,1.395902,5.43885,10.162873,1.371802,5.469519,10.173087,1.094039,5.476517,10.154346,0.855895,5.222848,10.307712,0.929054,5.198453,10.291869,0.526579,5.227824,10.333811,0.093457,5.094688,10.224572,0.023663,5.344601,10.205186,0.929618,5.341443,10.181529,0.526798,5.384795,10.219801,0.094508,5.296307,10.070077,0.029069
5.283532,10.256203,0.928748,5.288025,10.262103,1.024619,5.286173,10.26061,1.129171,5.291071,10.267332,1.224325,5.29622,10.274464,1.319328,5.294905,10.274038,1.455503,5.278951,10.254395,1.552481,5.270678,10.294261,1.395615,5.157521,10.392283,1.372709,5.149036,10.416882,1.094285,5.109756,10.405132,0.858847,5.32031,10.254154,1.395968,5.438512,10.162567,1.371935,5.469171,10.172939,1.094176,5.476205,10.154418,0.856017,5.222605,10.30741,0.929086,5.198501,10.291807,0.526585,5.227818,10.333805,0.093465,5.094695,10.224563,0.023649,5.344516,10.205072,0.929644,5.341507,10.181563,0.526814,5.384798,10.219765,0.094512,5.296323,10.070051,0.029032
5.283351,10.256013,0.928782,5.2878,10.26187,1.024658,5.285886,10.260299,1.129208,5.290702,10.266953,1.22437,5.295758,10.274009,1.319384,5.294316,10.273452,1.455557,5.278373,10.253796,1.552535,5.270108,10.293695,1.395679,5.156792,10.391531,1.372764,5.148596,10.416356,1.094351,5.10971,10.404662,0.858844,5.319803,10.253669,1.396041,5.43816,10.162261,1.372089,5.468879,10.172784,1.094343,5.47591,10.154499,0.856165,5.222342,10.307122,0.929125,5.198548,10.291768,0.526596,5.227814,10.333799,0.093475,5.094704,10.224553,0.02364,5.344417,10.20498,0.929673,5.341561,10.18162,0.526833,5.384802,10.219738,0.094518,5.296342,10.070026,0.029014
5.283145,10.255848,0.928811,5.287553,10.261662,1.02469,5.285582,10.260016,1.129238,5.290324,10.266605,1.224409,5.295294,10.273589,1.319433,5.293735,10.272907,1.455604,5.277795,10.253234,1.552579,5.269543,10.293166,1.395734,5.156063,10.390804,1.372793,5.148136,10.415832,1.094391,5.10965,10.404254,0.858812,5.3193,10.253219,1.396103,5.437797,10.161971,1.372231,5.468621,10.172657,1.094503,5.475623,10.154583,0.856308,5.222054,10.30686,0.92916,5.198565,10.291736,0.526603,5.227807,10.333796,0.093484,5.094714,10.224543,0.023628,5.344292,10.204911,0.929694,5.341583,10.181655,0.526847,5.384802,10.219715,0.094525,5.296358,10.070003,0.028997
5.282901,10.255708,0.92883,5.287272,10.26148,1.024713,5.285252,10.259763,1.129259,5.289927,10.266292,1.224438,5.294821,10.273209,1.31947,5.293161,10.272413,1.455639,5.277214,10.252709,1.552607,5.268985,10.292681,1.395775,5.155329,10.390101,1.372779,5.14766,10.415295,1.094385,5.109576,10.403905,0.858732,5.318802,10.252808,1.396148,5.437411,10.161687,1.372353,5.468404,10.172579,1.094652,5.475326,10.154684,0.856441,5.22173,10.306622,0.929187,5.198537,10.291702,0.526605,5.227794,10.333796,0.09349,5.094722,10.224532,0.02361,5.344128,10.204868,0.929705,5.341564,10.181646,0.526855,5.384795,10.21969,0.094532,5.296369,10.069982,0.028972
5.282632,10.255592,0.928843,5.286969,10.261324,1.024731,5.284905,10.259539,1.129274,5.28952,10.26601,1.22446,5.294346,10.272865,1.3195,5.292596,10.27196,1.455668,5.276633,10.252221,1.552625,5.268434,10.292234,1.395807,5.154595,10.389424,1.37274,5.147163,10.41476,1.094353,5.109488,10.403617,0.858623,5.318308,10.252432,1.396184,5.437014,10.161418,1.372463,5.468223,10.172531,1.094795,5.475036,10.154789,0.85657,5.221381,10.30641,0.929209,5.198479,10.291673,0.526604,5.227779,10.333798,0.093495,5.094731,10.224522,0.023589,5.343939,10.204848,0.929709,5.341514,10.181615,0.526858,5.384783,10.219667,0.09454,5.296378,10.069962,0.028947
